subject_id,T0,T2,T3,T6,T10
99683549,[0. 6. 1. 0.],[0. 1. 0.],[0. 7. 0.],[1. 0. 0. 0.],[0. 6. 1. 0.]
99683551,[0. 3. 4. 0.],[3. 0. 1.],[0. 5. 2.],[0. 0. 0. 4.],[0. 5. 1. 1.]
99683553,[1. 0. 6. 0.],[5. 0. 2.],[0. 5. 1.],[0. 2. 2. 3.],[0. 4. 2. 0.]
99683557,[1. 0. 6. 0.],[5. 2. 0.],[1. 5. 0.],[0. 2. 0. 5.],[0. 4. 1. 1.]
99683559,[2. 0. 5. 0.],[6. 0. 1.],[0. 4. 1.],[1. 1. 5. 0.],[0. 2. 1. 2.]
99683560,[0. 0. 6. 1.],[4. 2. 0.],[0. 6. 0.],[0. 1. 1. 4.],[0. 3. 2. 1.]
99683565,[2. 1. 4. 0.],[5. 0. 1.],[0. 5. 0.],[0. 3. 3. 0.],[1. 2. 0. 2.]
99683566,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 5. 0. 2.]
99683573,[0. 7. 0. 0.],[0. 0. 0.],[4. 3. 0.],[0. 0. 0. 0.],[0. 3. 0. 4.]
99683575,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 3. 0. 4.]
99683582,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[0. 5. 0. 1.]
99683583,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 4. 1. 0.],[0. 0. 0. 0.]
99683584,[0. 3. 4. 0.],[4. 0. 0.],[0. 7. 0.],[0. 1. 0. 3.],[0. 6. 1. 0.]
99683585,[1. 5. 0. 1.],[0. 0. 1.],[0. 5. 0.],[1. 0. 0. 0.],[0. 5. 0. 0.]
99683586,[5. 0. 1. 1.],[0. 0. 6.],[0. 0. 1.],[0. 1. 0. 5.],[0. 1. 0. 0.]
99683587,[6. 0. 0. 1.],[5. 0. 1.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683588,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 1. 0. 5.]
99683589,[7. 0. 0. 0.],[3. 4. 0.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99683590,[6. 0. 0. 1.],[1. 5. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683591,[5. 1. 0. 1.],[1. 4. 0.],[0. 1. 0.],[1. 0. 0. 4.],[0. 1. 0. 0.]
99683594,[6. 0. 1. 0.],[5. 1. 1.],[0. 0. 1.],[0. 0. 1. 6.],[0. 1. 0. 0.]
99683597,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99683601,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683604,[2. 0. 5. 0.],[5. 1. 1.],[0. 2. 3.],[1. 1. 0. 5.],[0. 0. 0. 5.]
99683605,[1. 3. 2. 1.],[3. 0. 0.],[4. 0. 1.],[0. 2. 0. 1.],[0. 5. 0. 0.]
99683608,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 1. 2.],[0. 0. 0. 0.]
99683611,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 2. 2. 1.],[0. 0. 0. 0.]
99683613,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 2. 2.],[0. 0. 0. 0.]
99683618,[0. 4. 2. 1.],[2. 0. 0.],[0. 6. 0.],[0. 0. 0. 2.],[0. 5. 1. 0.]
99683624,[0. 1. 6. 0.],[4. 0. 2.],[1. 5. 1.],[0. 0. 2. 4.],[0. 4. 1. 2.]
99683625,[1. 6. 0. 0.],[0. 0. 1.],[0. 6. 0.],[0. 0. 0. 1.],[0. 5. 1. 0.]
99683626,[1. 1. 3. 2.],[2. 1. 1.],[1. 3. 0.],[0. 2. 1. 1.],[0. 2. 0. 2.]
99683627,[1. 1. 5. 0.],[6. 0. 0.],[1. 5. 0.],[0. 1. 1. 4.],[0. 4. 0. 2.]
99683628,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 4. 0. 1.],[0. 0. 0. 0.]
99683629,[3. 1. 1. 2.],[4. 0. 0.],[2. 0. 0.],[0. 2. 1. 1.],[0. 0. 1. 1.]
99683630,[5. 0. 0. 2.],[3. 2. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99683631,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99683632,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683633,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 5. 0. 2.],[0. 0. 0. 0.]
99683637,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99683640,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99683643,[1. 1. 5. 0.],[6. 0. 0.],[0. 5. 1.],[0. 0. 0. 6.],[1. 3. 1. 1.]
99683645,[3. 0. 3. 1.],[5. 0. 1.],[0. 3. 0.],[0. 5. 0. 1.],[0. 1. 0. 2.]
99683647,[5. 1. 0. 1.],[5. 0. 0.],[0. 0. 1.],[0. 0. 1. 4.],[0. 0. 0. 1.]
99683652,[1. 0. 6. 0.],[5. 1. 1.],[1. 4. 1.],[1. 3. 0. 3.],[1. 2. 0. 3.]
99683654,[0. 4. 2. 1.],[1. 0. 1.],[0. 6. 0.],[0. 1. 0. 1.],[0. 5. 0. 1.]
99683657,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[0. 5. 0. 1.]
99683658,[0. 1. 6. 0.],[5. 0. 1.],[0. 6. 1.],[0. 1. 0. 5.],[0. 6. 0. 1.]
99683660,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 7. 0. 0.]
99683666,[3. 0. 4. 0.],[7. 0. 0.],[0. 4. 0.],[0. 2. 1. 4.],[0. 3. 0. 1.]
99683667,[0. 7. 0. 0.],[0. 0. 0.],[1. 6. 0.],[0. 0. 0. 0.],[0. 7. 0. 0.]
99683669,[0. 7. 0. 0.],[0. 0. 0.],[1. 6. 0.],[0. 0. 0. 0.],[0. 6. 0. 1.]
99683671,[0. 5. 0. 2.],[0. 0. 0.],[0. 5. 0.],[0. 0. 0. 0.],[0. 5. 0. 0.]
99683672,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[0. 5. 0. 1.]
99683673,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 7. 0. 0.]
99683674,[0. 6. 1. 0.],[1. 0. 0.],[2. 5. 0.],[0. 0. 0. 1.],[0. 5. 0. 2.]
99683675,[0. 7. 0. 0.],[0. 0. 0.],[1. 6. 0.],[0. 0. 0. 0.],[0. 6. 0. 1.]
99683676,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 5. 0. 2.]
99683677,[2. 3. 0. 2.],[1. 1. 0.],[0. 3. 0.],[1. 0. 0. 1.],[0. 0. 0. 3.]
99683678,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[0. 2. 0. 5.],[0. 0. 0. 0.]
99683679,[6. 0. 0. 1.],[5. 0. 1.],[0. 0. 0.],[0. 1. 1. 4.],[0. 0. 0. 0.]
99683680,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 2. 1.],[0. 0. 0. 0.]
99683683,[4. 0. 1. 2.],[5. 0. 0.],[0. 1. 0.],[0. 1. 0. 4.],[0. 0. 0. 1.]
99683684,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683687,[4. 0. 2. 1.],[4. 0. 2.],[0. 1. 1.],[1. 1. 0. 4.],[0. 1. 0. 1.]
99683693,[6. 0. 1. 0.],[7. 0. 0.],[1. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 1.]
99683696,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683699,[1. 1. 4. 1.],[5. 0. 0.],[0. 5. 0.],[0. 0. 0. 5.],[0. 0. 0. 5.]
99683705,[6. 0. 1. 0.],[5. 1. 1.],[0. 1. 0.],[1. 0. 0. 6.],[0. 1. 0. 0.]
99683706,[2. 0. 4. 1.],[4. 1. 1.],[0. 4. 0.],[2. 2. 1. 1.],[0. 4. 0. 0.]
99683708,[0. 0. 6. 1.],[4. 1. 1.],[0. 6. 0.],[0. 0. 1. 5.],[0. 4. 1. 1.]
99683711,[4. 0. 2. 1.],[1. 2. 3.],[0. 2. 0.],[0. 0. 1. 5.],[0. 1. 1. 0.]
99683713,[6. 0. 1. 0.],[7. 0. 0.],[0. 1. 0.],[0. 5. 0. 2.],[0. 0. 0. 1.]
99683716,[0. 1. 6. 0.],[4. 1. 1.],[0. 7. 0.],[0. 5. 0. 1.],[0. 7. 0. 0.]
99683717,[4. 0. 1. 2.],[5. 0. 0.],[0. 1. 0.],[0. 0. 0. 5.],[0. 1. 0. 0.]
99683718,[4. 1. 2. 0.],[6. 0. 0.],[0. 3. 0.],[1. 2. 2. 1.],[0. 3. 0. 0.]
99683719,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 1. 4.],[0. 0. 0. 0.]
99683720,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 2. 3. 1.],[0. 0. 0. 0.]
99683721,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 0. 0. 2.],[0. 0. 0. 0.]
99683722,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[0. 0. 7. 0.],[0. 0. 0. 0.]
99683723,[1. 0. 6. 0.],[5. 0. 2.],[2. 3. 1.],[0. 0. 2. 5.],[0. 1. 2. 3.]
99683724,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99683725,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 1. 5.],[0. 0. 0. 0.]
99683728,[4. 0. 2. 1.],[5. 0. 1.],[1. 0. 1.],[0. 2. 4. 0.],[0. 0. 2. 0.]
99683730,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[1. 0. 0. 5.],[0. 0. 0. 0.]
99683734,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 1. 0. 3.],[0. 0. 0. 0.]
99683736,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 4. 0.],[0. 0. 0. 0.]
99683752,[2. 1. 4. 0.],[6. 0. 0.],[0. 5. 0.],[1. 3. 2. 0.],[0. 2. 1. 2.]
99683753,[4. 0. 1. 2.],[1. 4. 0.],[1. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 1.]
99683754,[7. 0. 0. 0.],[1. 6. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683756,[6. 0. 1. 0.],[0. 6. 1.],[0. 1. 0.],[0. 0. 1. 6.],[0. 0. 0. 1.]
99683757,[2. 0. 3. 2.],[4. 0. 1.],[0. 3. 0.],[0. 0. 0. 5.],[0. 0. 0. 3.]
99683758,[5. 0. 0. 2.],[0. 5. 0.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99683759,[3. 1. 1. 2.],[0. 3. 1.],[0. 1. 1.],[0. 1. 0. 3.],[0. 1. 1. 0.]
99683760,[7. 0. 0. 0.],[2. 5. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683761,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683762,[4. 1. 1. 1.],[4. 1. 0.],[0. 2. 0.],[0. 1. 0. 4.],[0. 1. 0. 1.]
99683765,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[1. 1. 4. 1.],[0. 0. 0. 0.]
99683766,[7. 0. 0. 0.],[4. 3. 0.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99683769,[1. 2. 1. 3.],[1. 1. 0.],[0. 3. 0.],[0. 2. 0. 0.],[0. 2. 0. 1.]
99683771,[0. 2. 2. 3.],[1. 0. 1.],[0. 2. 2.],[0. 2. 0. 0.],[0. 4. 0. 0.]
99683772,[7. 0. 0. 0.],[0. 7. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683783,[5. 1. 0. 1.],[4. 1. 0.],[0. 1. 0.],[0. 0. 0. 5.],[0. 0. 0. 1.]
99683787,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[2. 0. 5. 0.],[0. 0. 0. 0.]
99683788,[2. 0. 4. 1.],[5. 0. 1.],[0. 3. 1.],[0. 0. 0. 6.],[0. 0. 1. 3.]
99683793,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683795,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683796,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 3. 2. 1.],[0. 0. 0. 0.]
99683797,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683798,[7. 0. 0. 0.],[5. 2. 0.],[0. 0. 0.],[0. 2. 1. 4.],[0. 0. 0. 0.]
99683799,[6. 0. 0. 1.],[4. 2. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99683800,[6. 0. 0. 1.],[4. 1. 1.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99683801,[0. 1. 0. 7.],[0. 0. 0.],[1. 0. 0.],[0. 0. 0. 0.],[0. 1. 0. 0.]
99683802,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 0. 1. 4.],[0. 0. 0. 0.]
99683803,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[1. 0. 0. 3.],[0. 0. 0. 0.]
99683804,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 2. 2. 1.],[0. 0. 0. 0.]
99683805,[4. 1. 0. 2.],[3. 1. 0.],[0. 1. 0.],[0. 0. 0. 4.],[0. 0. 0. 1.]
99683806,[4. 0. 3. 0.],[3. 2. 2.],[0. 3. 0.],[1. 1. 0. 5.],[0. 3. 0. 0.]
99683807,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683809,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683810,[3. 0. 0. 4.],[0. 3. 0.],[0. 0. 0.],[0. 0. 1. 2.],[0. 0. 0. 0.]
99683812,[4. 0. 1. 2.],[3. 1. 1.],[0. 0. 1.],[0. 1. 0. 4.],[0. 1. 0. 0.]
99683816,[0. 4. 2. 1.],[2. 0. 0.],[1. 4. 1.],[0. 0. 1. 1.],[1. 2. 0. 3.]
99683820,[3. 0. 2. 2.],[0. 3. 2.],[0. 1. 1.],[0. 2. 0. 3.],[0. 0. 1. 1.]
99683822,[1. 2. 0. 4.],[0. 0. 1.],[0. 2. 0.],[1. 0. 0. 0.],[0. 0. 0. 2.]
99683836,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[0. 0. 1. 0.],[0. 0. 0. 1.]
99683838,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683839,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683840,[0. 2. 3. 2.],[3. 0. 0.],[5. 0. 0.],[0. 2. 0. 1.],[0. 4. 1. 0.]
99683841,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683842,[6. 0. 1. 0.],[4. 1. 2.],[1. 0. 0.],[1. 1. 0. 5.],[0. 0. 1. 0.]
99683843,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 0. 2. 3.],[0. 0. 0. 0.]
99683844,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 3. 2. 0.],[0. 0. 0. 0.]
99683845,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[0. 2. 0. 1.],[0. 0. 0. 0.]
99683846,[0. 4. 1. 2.],[0. 1. 0.],[1. 3. 1.],[0. 0. 0. 1.],[0. 0. 1. 4.]
99683847,[5. 1. 0. 1.],[3. 1. 1.],[0. 1. 0.],[0. 0. 0. 5.],[0. 0. 0. 1.]
99683848,[0. 5. 0. 2.],[0. 0. 0.],[1. 4. 0.],[0. 0. 0. 0.],[0. 0. 0. 5.]
99683849,[7. 0. 0. 0.],[5. 0. 2.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99683850,[7. 0. 0. 0.],[1. 6. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99683851,[5. 1. 1. 0.],[2. 3. 1.],[0. 1. 1.],[0. 0. 1. 5.],[0. 0. 2. 0.]
99683852,[5. 0. 1. 1.],[2. 4. 0.],[1. 0. 0.],[0. 2. 0. 4.],[0. 0. 1. 0.]
99683854,[6. 0. 0. 1.],[1. 5. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99683856,[6. 0. 0. 1.],[2. 4. 0.],[0. 0. 0.],[2. 0. 0. 4.],[0. 0. 0. 0.]
99683858,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 1. 3. 2.],[0. 0. 0. 0.]
99683860,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683879,[4. 0. 0. 3.],[1. 3. 0.],[0. 0. 0.],[0. 1. 0. 3.],[0. 0. 0. 0.]
99683881,[0. 1. 5. 1.],[1. 2. 2.],[0. 5. 1.],[0. 0. 0. 5.],[0. 3. 1. 2.]
99683883,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 2. 4. 0.]
99683884,[5. 0. 2. 0.],[6. 0. 1.],[0. 2. 0.],[0. 0. 1. 6.],[0. 0. 0. 2.]
99683885,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 3. 2.],[0. 0. 0. 0.]
99683886,[6. 0. 1. 0.],[2. 4. 1.],[0. 1. 0.],[0. 2. 0. 5.],[0. 1. 0. 0.]
99683887,[4. 0. 0. 3.],[1. 2. 1.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99683888,[0. 5. 1. 1.],[1. 0. 0.],[0. 5. 1.],[0. 0. 0. 1.],[0. 2. 0. 4.]
99683889,[4. 1. 2. 0.],[2. 1. 3.],[1. 0. 2.],[0. 1. 1. 4.],[0. 1. 1. 1.]
99683890,[6. 0. 0. 1.],[1. 5. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683891,[0. 1. 2. 4.],[0. 2. 0.],[0. 2. 1.],[0. 1. 1. 0.],[1. 1. 1. 0.]
99683892,[0. 3. 0. 4.],[0. 0. 0.],[2. 1. 0.],[0. 0. 0. 0.],[2. 0. 1. 0.]
99683893,[5. 1. 0. 1.],[3. 0. 2.],[0. 0. 1.],[1. 1. 1. 2.],[0. 1. 0. 0.]
99683894,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683895,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683896,[3. 0. 4. 0.],[7. 0. 0.],[0. 4. 0.],[0. 2. 3. 2.],[0. 0. 0. 4.]
99683898,[2. 0. 1. 4.],[2. 0. 1.],[0. 1. 0.],[0. 0. 0. 3.],[0. 0. 0. 1.]
99683902,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 5. 1.],[0. 0. 0. 0.]
99683904,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683907,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99683921,[7. 0. 0. 0.],[5. 1. 1.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99683925,[6. 1. 0. 0.],[6. 0. 0.],[0. 0. 1.],[0. 1. 0. 5.],[0. 0. 0. 1.]
99683926,[3. 1. 0. 3.],[2. 1. 0.],[1. 0. 0.],[0. 0. 0. 3.],[0. 1. 0. 0.]
99683927,[7. 0. 0. 0.],[4. 1. 2.],[0. 0. 0.],[0. 5. 0. 2.],[0. 0. 0. 0.]
99683928,[1. 1. 0. 5.],[1. 0. 0.],[1. 0. 0.],[0. 0. 0. 1.],[0. 1. 0. 0.]
99683929,[4. 1. 0. 2.],[4. 0. 0.],[1. 0. 0.],[0. 1. 2. 1.],[0. 1. 0. 0.]
99683930,[0. 3. 1. 3.],[1. 0. 0.],[0. 4. 0.],[0. 0. 1. 0.],[1. 2. 0. 1.]
99683931,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 1. 4.],[0. 0. 0. 0.]
99683932,[3. 0. 4. 0.],[1. 0. 6.],[0. 2. 2.],[0. 0. 0. 7.],[0. 0. 0. 4.]
99683933,[4. 1. 0. 2.],[1. 3. 0.],[0. 1. 0.],[0. 0. 0. 4.],[0. 1. 0. 0.]
99683934,[0. 1. 6. 0.],[3. 3. 0.],[0. 7. 0.],[0. 1. 0. 5.],[0. 1. 0. 6.]
99683935,[4. 2. 0. 1.],[2. 2. 0.],[0. 1. 1.],[0. 1. 0. 3.],[0. 1. 0. 1.]
99683936,[5. 0. 1. 1.],[2. 4. 0.],[1. 0. 0.],[1. 0. 0. 5.],[0. 0. 0. 1.]
99683937,[6. 0. 0. 1.],[2. 4. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683938,[4. 0. 1. 2.],[2. 3. 0.],[0. 1. 0.],[0. 0. 2. 3.],[0. 1. 0. 0.]
99683939,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99683940,[4. 1. 0. 2.],[0. 3. 1.],[0. 1. 0.],[1. 0. 1. 2.],[0. 0. 0. 1.]
99683941,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 4. 2. 0.],[0. 0. 0. 0.]
99683942,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 5. 0. 1.],[0. 0. 0. 0.]
99683943,[6. 1. 0. 0.],[6. 0. 0.],[0. 0. 1.],[0. 0. 1. 5.],[0. 1. 0. 0.]
99683965,[1. 0. 1. 5.],[1. 0. 1.],[0. 1. 0.],[0. 2. 0. 0.],[0. 0. 1. 0.]
99683967,[0. 4. 0. 3.],[0. 0. 0.],[0. 4. 0.],[0. 0. 0. 0.],[0. 0. 0. 4.]
99683969,[5. 0. 1. 1.],[5. 1. 0.],[1. 0. 0.],[0. 1. 0. 5.],[0. 1. 0. 0.]
99683970,[3. 0. 1. 3.],[3. 0. 1.],[0. 0. 1.],[0. 2. 0. 2.],[0. 0. 0. 1.]
99683971,[4. 0. 0. 3.],[3. 0. 1.],[0. 0. 0.],[0. 2. 2. 0.],[0. 0. 0. 0.]
99683972,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 2. 2. 3.],[0. 0. 0. 0.]
99683973,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 1. 0. 1.],[0. 0. 0. 0.]
99683974,[5. 0. 2. 0.],[7. 0. 0.],[2. 0. 0.],[0. 5. 2. 0.],[0. 2. 0. 0.]
99683975,[6. 0. 0. 1.],[3. 3. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99683976,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 0.]
99683977,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 2. 4.],[0. 0. 0. 0.]
99683978,[6. 0. 1. 0.],[7. 0. 0.],[0. 0. 1.],[1. 4. 0. 2.],[1. 0. 0. 0.]
99683979,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99683980,[4. 0. 3. 0.],[7. 0. 0.],[0. 3. 0.],[0. 1. 3. 3.],[1. 1. 0. 1.]
99683981,[2. 0. 4. 1.],[5. 1. 0.],[0. 3. 1.],[0. 2. 2. 2.],[0. 1. 3. 0.]
99683982,[2. 0. 5. 0.],[6. 0. 1.],[0. 3. 2.],[0. 3. 3. 1.],[0. 2. 3. 0.]
99683983,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 2. 3.],[0. 0. 0. 0.]
99683984,[6. 1. 0. 0.],[6. 0. 0.],[0. 1. 0.],[0. 0. 0. 6.],[0. 1. 0. 0.]
99683985,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 4. 0. 0.],[0. 0. 0. 0.]
99683986,[0. 3. 3. 1.],[3. 0. 0.],[2. 3. 1.],[0. 0. 0. 3.],[0. 0. 0. 6.]
99683987,[1. 2. 4. 0.],[5. 0. 0.],[0. 6. 0.],[0. 1. 0. 4.],[0. 1. 0. 5.]
99683988,[0. 4. 2. 1.],[2. 0. 0.],[3. 2. 1.],[0. 1. 0. 1.],[0. 0. 0. 6.]
99684001,[3. 0. 2. 2.],[4. 1. 0.],[1. 0. 1.],[1. 0. 0. 4.],[0. 0. 0. 2.]
99684005,[0. 0. 7. 0.],[6. 0. 1.],[0. 6. 1.],[0. 0. 1. 6.],[0. 0. 1. 6.]
99684006,[0. 0. 7. 0.],[7. 0. 0.],[1. 6. 0.],[0. 1. 0. 6.],[0. 0. 0. 7.]
99684008,[3. 0. 4. 0.],[5. 2. 0.],[3. 1. 0.],[1. 0. 0. 6.],[0. 0. 0. 4.]
99684010,[6. 0. 1. 0.],[7. 0. 0.],[0. 1. 0.],[0. 0. 0. 7.],[0. 0. 0. 1.]
99684012,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 0.]
99684017,[3. 1. 0. 3.],[2. 1. 0.],[0. 1. 0.],[1. 1. 1. 0.],[0. 1. 0. 0.]
99684018,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[2. 2. 0. 2.],[1. 0. 0. 0.]
99684021,[5. 1. 1. 0.],[5. 1. 0.],[0. 1. 1.],[0. 5. 1. 0.],[0. 1. 0. 1.]
99684022,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684023,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
